DATE	VISITING TEAM	HOME TEAM	TIME	NETWORK/RESULT
Thu Jan 15, 2015	Calgary	Arizona	9:00 PM ET	SNW,SNF,FS-A
Thu Jan 15, 2015	Toronto	San Jose	10:30 PM ET	TSN4,CSN-CA
Fri Jan 16, 2015	Pittsburgh	NY Islanders	7:00 PM ET	TVA Sports 2,ROOT
Fri Jan 16, 2015	Vancouver	Carolina	7:00 PM ET	SN
Fri Jan 16, 2015	NY Rangers	Columbus	7:00 PM ET	FS-O
Fri Jan 16, 2015	Washington	Nashville	8:00 PM ET	NHLN-US,CSN-DC+
Fri Jan 16, 2015	Winnipeg	Chicago	8:30 PM ET	TSN3,CSN-CH
Fri Jan 16, 2015	New Jersey	Anaheim	10:00 PM ET	
Sat Jan 17, 2015	Columbus	Boston	7:00 PM ET	HNIC,FS-O,NESN
Sat Jan 17, 2015	Philadelphia	Buffalo	7:00 PM ET	HNIC,CSN-PH
Sat Jan 17, 2015	NY Islanders	Montréal	7:00 PM ET	HNIC,TVA Sports
Sat Jan 17, 2015	Carolina	Ottawa	7:00 PM ET	HNIC,TVA Sports 2
Sat Jan 17, 2015	Nashville	Detroit	7:00 PM ET	FS-D+
Sat Jan 17, 2015	Colorado	Tampa Bay	7:00 PM ET	HNIC,ALT2,SUN
Sat Jan 17, 2015	Edmonton	Florida	7:00 PM ET	SNW,FS-F
Sat Jan 17, 2015	Toronto	St. Louis	7:00 PM ET	NHLN-US,HNIC
Sat Jan 17, 2015	Washington	Dallas	8:00 PM ET	CSN-DC
Sat Jan 17, 2015	Arizona	Minnesota	9:00 PM ET	FS-A,FS-N
Sat Jan 17, 2015	Anaheim	Los Angeles	10:00 PM ET	NHLN-US,HNIC
Sat Jan 17, 2015	Calgary	San Jose	10:00 PM ET	HNIC,CSN-CA
Sun Jan 18, 2015	NY Rangers	Pittsburgh	12:30 PM ET	NBC,TVA Sports,SN
Sun Jan 18, 2015	Dallas	Chicago	6:00 PM ET	WGN
Sun Jan 18, 2015	Arizona	Winnipeg	7:00 PM ET	CITY TV,FS-A
Sun Jan 18, 2015	Buffalo	Detroit	8:00 PM ET	NBCSN
Mon Jan 19, 2015	Philadelphia	NY Islanders	1:00 PM ET	NHLN-US,TCN-PH
Mon Jan 19, 2015	Carolina	Toronto	7:30 PM ET	TSN4
Mon Jan 19, 2015	Vancouver	Florida	7:30 PM ET	SN,FS-F
Mon Jan 19, 2015	Colorado	St. Louis	8:00 PM ET	NBCSN,SNE,SNO
Mon Jan 19, 2015	Columbus	Minnesota	8:00 PM ET	FS-O,FS-N
Mon Jan 19, 2015	Calgary	Los Angeles	10:30 PM ET	SN
Mon Jan 19, 2015	New Jersey	San Jose	10:30 PM ET	CSN-CA
Tue Jan 20, 2015	Ottawa	NY Rangers	7:00 PM ET	RDS2,TSN5
Tue Jan 20, 2015	Edmonton	Washington	7:00 PM ET	SNW,CSN-DC
Tue Jan 20, 2015	Pittsburgh	Philadelphia	7:30 PM ET	NBCSN,SN1,SNO,ROOT
Tue Jan 20, 2015	Nashville	Montréal	7:30 PM ET	RDS,SNE
Tue Jan 20, 2015	Minnesota	Detroit	7:30 PM ET	FS-N,FS-D
Tue Jan 20, 2015	Vancouver	Tampa Bay	7:30 PM ET	TVA Sports,SNP,SUN
Tue Jan 20, 2015	Arizona	Chicago	8:30 PM ET	FS-A,CSN-CH
Tue Jan 20, 2015	Boston	Dallas	8:30 PM ET	NESN
Wed Jan 21, 2015	Toronto	Ottawa	7:00 PM ET	TVA Sports,SN
Wed Jan 21, 2015	Chicago	Pittsburgh	8:00 PM ET	NBCSN
Wed Jan 21, 2015	Columbus	Winnipeg	9:00 PM ET	SN1,FS-O
Wed Jan 21, 2015	Boston	Colorado	10:00 PM ET	TVA Sports 2,NESN,ALT
Wed Jan 21, 2015	Calgary	Anaheim	10:00 PM ET	SNW
Wed Jan 21, 2015	Los Angeles	San Jose	10:30 PM ET	NBCSN
Tue Jan 27, 2015	NY Rangers	NY Islanders	7:00 PM ET	TVA Sports,SNO,SNP
Tue Jan 27, 2015	Arizona	Philadelphia	7:00 PM ET	FS-A,CSN-PH
Tue Jan 27, 2015	Winnipeg	Pittsburgh	7:00 PM ET	TSN3,ROOT
Tue Jan 27, 2015	Washington	Columbus	7:00 PM ET	CSN-DC,FS-O
Tue Jan 27, 2015	Tampa Bay	Carolina	7:30 PM ET	NBCSN
Tue Jan 27, 2015	Dallas	Montréal	7:30 PM ET	RDS,SNE
Tue Jan 27, 2015	Detroit	Florida	7:30 PM ET	FS-D,FS-F
Tue Jan 27, 2015	Colorado	Nashville	8:00 PM ET	ALT
Tue Jan 27, 2015	Buffalo	Calgary	9:00 PM ET	SNW
Tue Jan 27, 2015	Minnesota	Edmonton	9:30 PM ET	FS-N,SNOL
Tue Jan 27, 2015	Anaheim	Vancouver	10:00 PM ET	SNP
Wed Jan 28, 2015	Toronto	New Jersey	7:30 PM ET	SN
Wed Jan 28, 2015	Pittsburgh	Washington	8:00 PM ET	NBCSN,TVA Sports,SN1
Wed Jan 28, 2015	Chicago	Los Angeles	10:30 PM ET	NBCSN,SN,CSN-CH
Thu Jan 29, 2015	Boston	NY Islanders	7:00 PM ET	TVA Sports,SN360,NESN
Thu Jan 29, 2015	Montréal	NY Rangers	7:00 PM ET	NBCSN,RDS,SNE
Thu Jan 29, 2015	Winnipeg	Philadelphia	7:00 PM ET	TSN3,CSN-PH
Thu Jan 29, 2015	Arizona	Toronto	7:30 PM ET	FS-A,TSN4
Thu Jan 29, 2015	Dallas	Ottawa	7:30 PM ET	RDS2,TSN5
Thu Jan 29, 2015	Detroit	Tampa Bay	7:30 PM ET	FS-D+,SUN
Thu Jan 29, 2015	Columbus	Florida	7:30 PM ET	FS-O,FS-F
Thu Jan 29, 2015	Nashville	St. Louis	8:00 PM ET	
Thu Jan 29, 2015	Minnesota	Calgary	9:00 PM ET	FS-N,SNW
Thu Jan 29, 2015	Buffalo	Edmonton	9:30 PM ET	SNOL
Thu Jan 29, 2015	Anaheim	San Jose	10:00 PM ET	NBCSN
Fri Jan 30, 2015	Pittsburgh	New Jersey	7:00 PM ET	ROOT
Fri Jan 30, 2015	St. Louis	Carolina	7:00 PM ET	
Fri Jan 30, 2015	Nashville	Colorado	9:00 PM ET	TVA Sports 2,ALT
Fri Jan 30, 2015	Buffalo	Vancouver	10:00 PM ET	NHLN-US,SNP
Fri Jan 30, 2015	Chicago	Anaheim	10:00 PM ET	WGN
Sat Jan 31, 2015	Washington	Montréal	1:00 PM ET	NHLN-US,SN,CSN-DC,RDS
Sat Jan 31, 2015	NY Islanders	Detroit	2:00 PM ET	SN1,FS-D
Sat Jan 31, 2015	Arizona	Ottawa	3:00 PM ET	RDS2,TSN5
Sat Jan 31, 2015	Los Angeles	Boston	7:00 PM ET	NHLN-US,HNIC,TVA Sports,NESN
Sat Jan 31, 2015	Florida	New Jersey	7:00 PM ET	FS-F
Sat Jan 31, 2015	Carolina	NY Rangers	7:00 PM ET	HNIC
Sat Jan 31, 2015	Toronto	Philadelphia	7:00 PM ET	HNIC,CSN-PH
Sat Jan 31, 2015	Dallas	Winnipeg	7:00 PM ET	HNIC
Sat Jan 31, 2015	Columbus	Tampa Bay	7:30 PM ET	FS-O,SUN
Sat Jan 31, 2015	Edmonton	Calgary	10:00 PM ET	HNIC,TVA Sports
Sat Jan 31, 2015	Chicago	San Jose	10:30 PM ET	CSN-CH,CSN-CA
Sun Feb 1, 2015	Arizona	Montréal	1:00 PM ET	CITY TV,RDS
Sun Feb 1, 2015	St. Louis	Washington	1:00 PM ET	NBCSN
Sun Feb 1, 2015	Nashville	Pittsburgh	2:00 PM ET	ROOT
Sun Feb 1, 2015	Minnesota	Vancouver	3:30 PM ET	FS-N,SNP
Mon Feb 2, 2015	Florida	NY Rangers	7:00 PM ET	SNE,SNO,SNP,FS-F
Mon Feb 2, 2015	Winnipeg	Calgary	9:00 PM ET	TSN3,SNW
Mon Feb 2, 2015	Edmonton	San Jose	10:30 PM ET	SNOL,CSN-CA
Tue Feb 3, 2015	Ottawa	New Jersey	7:00 PM ET	RDS2,TSN5
Tue Feb 3, 2015	Florida	NY Islanders	7:00 PM ET	FS-F
Tue Feb 3, 2015	Los Angeles	Washington	7:00 PM ET	TVA Sports,SNO,SNW,SNP,CSN-DC
Tue Feb 3, 2015	Arizona	Columbus	7:00 PM ET	FS-A,FS-O
Tue Feb 3, 2015	Buffalo	Montréal	7:30 PM ET	RDS,SNE
Tue Feb 3, 2015	Tampa Bay	St. Louis	8:00 PM ET	SUN
Tue Feb 3, 2015	Toronto	Nashville	8:00 PM ET	TSN4
Tue Feb 3, 2015	Chicago	Minnesota	8:00 PM ET	NBCSN,CSN-CH
Tue Feb 3, 2015	Colorado	Dallas	8:30 PM ET	ALT
Tue Feb 3, 2015	Winnipeg	Vancouver	10:00 PM ET	TSN3,SNP
Tue Feb 3, 2015	Carolina	Anaheim	10:00 PM ET	
Wed Feb 4, 2015	Boston	NY Rangers	8:00 PM ET	NBCSN,TVA Sports,SN360
Wed Feb 4, 2015	Pittsburgh	Edmonton	8:00 PM ET	SN,ROOT
Wed Feb 4, 2015	San Jose	Calgary	10:00 PM ET	SN1,CSN-CA
Thu Feb 5, 2015	St. Louis	Buffalo	7:00 PM ET	
Thu Feb 5, 2015	NY Islanders	Philadelphia	7:00 PM ET	TVA Sports,SN360,CSN-PH
Thu Feb 5, 2015	Washington	Ottawa	7:30 PM ET	CSN-DC+,RDS,TSN5
Thu Feb 5, 2015	Los Angeles	Florida	7:30 PM ET	FS-F
Thu Feb 5, 2015	Anaheim	Nashville	8:00 PM ET	
Thu Feb 5, 2015	Tampa Bay	Dallas	8:30 PM ET	SUN
Thu Feb 5, 2015	Detroit	Colorado	9:00 PM ET	NBCSN,TVA Sports 2,FS-D
Thu Feb 5, 2015	Carolina	Arizona	9:00 PM ET	FS-A
Thu Feb 5, 2015	San Jose	Vancouver	10:00 PM ET	CSN-CA,SNP
Fri Feb 6, 2015	Toronto	New Jersey	7:00 PM ET	TVA Sports,SNO
Fri Feb 6, 2015	Anaheim	Washington	7:00 PM ET	CSN-DC
Fri Feb 6, 2015	St. Louis	Columbus	7:00 PM ET	FS-O
Fri Feb 6, 2015	Chicago	Winnipeg	8:00 PM ET	NHLN-US,CSN-CH,TSN3
Fri Feb 6, 2015	Pittsburgh	Calgary	9:00 PM ET	ROOT,SNW
Sat Feb 7, 2015	NY Rangers	Nashville	3:00 PM ET	
Sat Feb 7, 2015	Los Angeles	Tampa Bay	5:00 PM ET	SUN
Sat Feb 7, 2015	NY Islanders	Boston	7:00 PM ET	HNIC,NESN
Sat Feb 7, 2015	Dallas	Buffalo	7:00 PM ET	HNIC
Sat Feb 7, 2015	Edmonton	Toronto	7:00 PM ET	HNIC
Sat Feb 7, 2015	New Jersey	Montréal	7:00 PM ET	HNIC,TVA Sports
Sat Feb 7, 2015	Columbus	Ottawa	7:00 PM ET	HNIC,TVA Sports 2,FS-O
Sat Feb 7, 2015	Colorado	Minnesota	8:00 PM ET	NHLN-US,ALT,FS-N
Sat Feb 7, 2015	Detroit	Arizona	8:00 PM ET	FS-D,FS-A
Sat Feb 7, 2015	Pittsburgh	Vancouver	10:00 PM ET	HNIC,ROOT
Sat Feb 7, 2015	Carolina	San Jose	10:30 PM ET	CSN-CA
Sun Feb 8, 2015	Chicago	St. Louis	12:30 PM ET	NBC,SN360
Sun Feb 8, 2015	Nashville	Florida	3:00 PM ET	FS-F
Sun Feb 8, 2015	Philadelphia	Washington	3:00 PM ET	CSN-PH,CSN-DC
Sun Feb 8, 2015	NY Islanders	Buffalo	5:00 PM ET	
Sun Feb 8, 2015	Anaheim	Tampa Bay	5:00 PM ET	SUN
Sun Feb 8, 2015	Dallas	NY Rangers	5:00 PM ET	
Sun Feb 8, 2015	Colorado	Winnipeg	6:00 PM ET	TVA Sports,ALT,TSN3
Sun Feb 8, 2015	Montréal	Boston	7:30 PM ET	NBCSN,SN,RDS
Mon Feb 9, 2015	Edmonton	New Jersey	7:00 PM ET	SNW
Mon Feb 9, 2015	Los Angeles	Columbus	7:00 PM ET	SNE,SNO,FS-O
Mon Feb 9, 2015	Vancouver	Minnesota	8:00 PM ET	SNP,FS-N
Mon Feb 9, 2015	Arizona	Chicago	8:30 PM ET	NBCSN,CSN-CH
Mon Feb 9, 2015	Calgary	San Jose	10:30 PM ET	SNW,CSN-CA
Tue Feb 10, 2015	Dallas	Boston	7:00 PM ET	NHLN-US,TVA Sports,SN1,NESN
Tue Feb 10, 2015	Ottawa	Buffalo	7:00 PM ET	RDS2,TSN5
Tue Feb 10, 2015	Edmonton	NY Islanders	7:00 PM ET	SNW
Tue Feb 10, 2015	NY Rangers	Toronto	7:30 PM ET	TSN4
Tue Feb 10, 2015	Philadelphia	Montréal	7:30 PM ET	CSN-PH,RDS,SNE
Tue Feb 10, 2015	Anaheim	Florida	7:30 PM ET	FS-F
Tue Feb 10, 2015	Arizona	St. Louis	8:00 PM ET	FS-A
Tue Feb 10, 2015	Tampa Bay	Nashville	8:00 PM ET	SUN
Tue Feb 10, 2015	Minnesota	Winnipeg	8:00 PM ET	FS-N,TSN3
Wed Feb 11, 2015	Detroit	Pittsburgh	8:00 PM ET	NBCSN,TVA Sports,SN1
Wed Feb 11, 2015	Vancouver	Chicago	8:00 PM ET	SN,CSN-CH
Wed Feb 11, 2015	Washington	San Jose	10:30 PM ET	NBCSN
Thu Feb 12, 2015	Toronto	NY Islanders	7:00 PM ET	TSN4
Thu Feb 12, 2015	Anaheim	Carolina	7:00 PM ET	
Thu Feb 12, 2015	Edmonton	Montréal	7:30 PM ET	SNW,RDS,SNE
Thu Feb 12, 2015	Pittsburgh	Ottawa	7:30 PM ET	ROOT,RDS2,TSN5
Thu Feb 12, 2015	St. Louis	Tampa Bay	7:30 PM ET	NHLN-US,SUN
Thu Feb 12, 2015	Winnipeg	Nashville	8:00 PM ET	TSN3
Thu Feb 12, 2015	Florida	Minnesota	8:00 PM ET	FS-F,FS-N
Thu Feb 12, 2015	NY Rangers	Colorado	9:00 PM ET	SN360,TVA Sports 2,ALT
Thu Feb 12, 2015	Calgary	Los Angeles	10:30 PM ET	SNW
Fri Feb 13, 2015	Philadelphia	Columbus	7:00 PM ET	CSN-PH,FS-O
Fri Feb 13, 2015	New Jersey	Chicago	8:30 PM ET	CSN-CH
Fri Feb 13, 2015	Florida	Dallas	8:30 PM ET	FS-F
Fri Feb 13, 2015	San Jose	Arizona	9:00 PM ET	CSN-CA,FS-A
Fri Feb 13, 2015	Boston	Vancouver	10:00 PM ET	NESN,SNP
Sat Feb 14, 2015	Edmonton	Ottawa	2:00 PM ET	HNIC,TVA Sports
Sat Feb 14, 2015	Toronto	Montréal	7:00 PM ET	NHLN-US,HNIC,TVA Sports
Sat Feb 14, 2015	Winnipeg	Detroit	7:00 PM ET	HNIC,FS-D
Sat Feb 14, 2015	Columbus	NY Islanders	7:00 PM ET	FS-O
Sat Feb 14, 2015	New Jersey	Nashville	8:00 PM ET	
Sat Feb 14, 2015	Carolina	Minnesota	8:00 PM ET	FS-N
Sat Feb 14, 2015	NY Rangers	Arizona	8:00 PM ET	FS-A
Sat Feb 14, 2015	Dallas	Colorado	9:00 PM ET	HNIC,ALT
Sat Feb 14, 2015	Vancouver	Calgary	10:00 PM ET	HNIC,TVA Sports 2
Sat Feb 14, 2015	Washington	Los Angeles	10:00 PM ET	CSN-DC
Sun Feb 15, 2015	Pittsburgh	Chicago	12:30 PM ET	NBC,TVA Sports,SN
Sun Feb 15, 2015	St. Louis	Florida	5:00 PM ET	FS-F
Sun Feb 15, 2015	Philadelphia	Buffalo	7:30 PM ET	CITY TV,NBCSN
Sun Feb 15, 2015	Washington	Anaheim	8:00 PM ET	SN1,CSN-DC
Sun Feb 15, 2015	Tampa Bay	San Jose	8:00 PM ET	SUN,CSN-CA
Mon Feb 16, 2015	NY Rangers	NY Islanders	7:00 PM ET	NHLN-US
Mon Feb 16, 2015	Carolina	Ottawa	7:30 PM ET	RDS2,TSN5
Mon Feb 16, 2015	Montréal	Detroit	7:30 PM ET	RDS,SNE,FS-D
Mon Feb 16, 2015	Edmonton	Winnipeg	8:00 PM ET	SNOL,TSN3
Mon Feb 16, 2015	Arizona	Colorado	9:00 PM ET	FS-A,ALT
Mon Feb 16, 2015	Boston	Calgary	9:00 PM ET	NESN,SNW
Mon Feb 16, 2015	Minnesota	Vancouver	10:00 PM ET	FS-N,SNP
Mon Feb 16, 2015	Tampa Bay	Los Angeles	10:30 PM ET	SUN
Tue Feb 17, 2015	Columbus	Philadelphia	7:00 PM ET	FS-O,CSN-PH
Tue Feb 17, 2015	Washington	Pittsburgh	7:00 PM ET	TVA Sports,SNE,SNW,SNP,CSN-DC,ROOT
Tue Feb 17, 2015	NY Islanders	Carolina	7:00 PM ET	
Tue Feb 17, 2015	Buffalo	New Jersey	7:30 PM ET	NBCSN
Tue Feb 17, 2015	Florida	Toronto	7:30 PM ET	FS-F,SNO
Tue Feb 17, 2015	Dallas	St. Louis	8:00 PM ET	
Tue Feb 17, 2015	San Jose	Nashville	8:00 PM ET	CSN-CA
Wed Feb 18, 2015	Montréal	Ottawa	7:00 PM ET	SN,RDS,RDS,TSN5
Wed Feb 18, 2015	Detroit	Chicago	7:30 PM ET	NBCSN,TVA Sports
Wed Feb 18, 2015	Minnesota	Calgary	9:30 PM ET	SN1,FS-N
Wed Feb 18, 2015	Los Angeles	Colorado	10:00 PM ET	NBCSN
Wed Feb 18, 2015	Boston	Edmonton	10:00 PM ET	SN,NESN
Wed Feb 18, 2015	Tampa Bay	Anaheim	10:00 PM ET	SUN
Thu Feb 19, 2015	Nashville	NY Islanders	7:00 PM ET	
Thu Feb 19, 2015	Vancouver	NY Rangers	7:00 PM ET	TVA Sports,SNP
Thu Feb 19, 2015	Buffalo	Philadelphia	7:00 PM ET	CSN-PH
Thu Feb 19, 2015	Columbus	Pittsburgh	7:00 PM ET	NBCSN,SN360,ROOT
Thu Feb 19, 2015	Winnipeg	Washington	7:00 PM ET	TSN3,CSN-DC
Thu Feb 19, 2015	Florida	Montréal	7:30 PM ET	FS-F,RDS,SNE
Thu Feb 19, 2015	San Jose	Dallas	8:30 PM ET	CSN-CA
Fri Feb 20, 2015	Ottawa	Buffalo	7:00 PM ET	RDS,TSN5
Fri Feb 20, 2015	Vancouver	New Jersey	7:00 PM ET	SNP
Fri Feb 20, 2015	Toronto	Carolina	7:00 PM ET	SNO
Fri Feb 20, 2015	Boston	St. Louis	8:00 PM ET	NESN
Fri Feb 20, 2015	Colorado	Chicago	8:30 PM ET	NHLN-US,TVA Sports 2,ALT,CSN-CH
Fri Feb 20, 2015	Anaheim	Calgary	9:00 PM ET	SNW
Fri Feb 20, 2015	Minnesota	Edmonton	9:00 PM ET	FS-N+,SNOL
Sat Feb 21, 2015	NY Islanders	Washington	12:30 PM ET	CSN-DC
Sat Feb 21, 2015	Nashville	Philadelphia	1:00 PM ET	NHLN-US,CSN-PH
Sat Feb 21, 2015	Winnipeg	Toronto	7:00 PM ET	HNIC
Sat Feb 21, 2015	Columbus	Montréal	7:00 PM ET	HNIC,TVA Sports,FS-O
Sat Feb 21, 2015	Florida	Ottawa	7:00 PM ET	HNIC,TVA Sports 2,FS-F
Sat Feb 21, 2015	Carolina	New Jersey	7:00 PM ET	
Sat Feb 21, 2015	Anaheim	Edmonton	7:00 PM ET	HNIC
Sat Feb 21, 2015	Pittsburgh	St. Louis	8:00 PM ET	HNIC,ROOT
Sat Feb 21, 2015	Detroit	Dallas	8:00 PM ET	HNIC,FS-D
Sat Feb 21, 2015	Tampa Bay	Arizona	8:00 PM ET	SUN,FS-A PLUS
Sat Feb 21, 2015	Los Angeles	San Jose	10:00 PM ET	NBCSN,HNIC,TVA Sports 2
Sun Feb 22, 2015	Washington	Philadelphia	3:00 PM ET	NBC
Sun Feb 22, 2015	Boston	Chicago	3:00 PM ET	NBC,TVA Sports,SN1
Sun Feb 22, 2015	Nashville	Buffalo	6:00 PM ET	
Sun Feb 22, 2015	Vancouver	NY Islanders	6:00 PM ET	CITY TV
Sun Feb 22, 2015	Florida	Pittsburgh	6:00 PM ET	FS-F,ROOT
Sun Feb 22, 2015	Tampa Bay	Colorado	7:00 PM ET	SUN,ALT2
Sun Feb 22, 2015	Columbus	NY Rangers	7:30 PM ET	FS-O
Sun Feb 22, 2015	Dallas	Minnesota	8:00 PM ET	NBCSN
Mon Feb 23, 2015	Arizona	New Jersey	7:00 PM ET	TVA Sports,FS-A
Mon Feb 23, 2015	Detroit	Anaheim	10:00 PM ET	NHLN-US,SN1,FS-D
Tue Feb 24, 2015	Vancouver	Boston	7:00 PM ET	SNO,SNP,NESN
Tue Feb 24, 2015	Arizona	NY Islanders	7:00 PM ET	FS-A
Tue Feb 24, 2015	Calgary	NY Rangers	7:00 PM ET	SNW
Tue Feb 24, 2015	Philadelphia	Carolina	7:00 PM ET	NBCSN,CSN-PH
Tue Feb 24, 2015	Buffalo	Columbus	7:00 PM ET	FS-O
Tue Feb 24, 2015	Montréal	St. Louis	8:00 PM ET	RDS,SNE
Tue Feb 24, 2015	Colorado	Nashville	8:00 PM ET	TVA Sports,ALT
Tue Feb 24, 2015	Edmonton	Minnesota	8:00 PM ET	SNOL,FS-N
Tue Feb 24, 2015	Dallas	Winnipeg	8:00 PM ET	TSN3
Tue Feb 24, 2015	Florida	Chicago	8:30 PM ET	FS-F,CSN-CH
Tue Feb 24, 2015	Detroit	Los Angeles	10:30 PM ET	SN,FS-D
Wed Feb 25, 2015	Calgary	New Jersey	7:30 PM ET	SN
Wed Feb 25, 2015	Pittsburgh	Washington	8:00 PM ET	NBCSN,TVA Sports,SN1
Wed Feb 25, 2015	Ottawa	Anaheim	10:00 PM ET	RDS,TSN5
Thu Feb 26, 2015	Vancouver	Buffalo	7:00 PM ET	SNP
Thu Feb 26, 2015	Arizona	NY Rangers	7:00 PM ET	FS-A
Thu Feb 26, 2015	Montréal	Columbus	7:00 PM ET	RDS,SNE,FS-O
Thu Feb 26, 2015	Philadelphia	Toronto	7:30 PM ET	TVA Sports,CSN-PH,TSN4
Thu Feb 26, 2015	Chicago	Florida	7:30 PM ET	CSN-CH,FS-F
Thu Feb 26, 2015	St. Louis	Winnipeg	8:00 PM ET	TSN3
Thu Feb 26, 2015	Minnesota	Nashville	8:30 PM ET	NBCSN
Thu Feb 26, 2015	Ottawa	Los Angeles	10:30 PM ET	RDS,TSN5
Thu Feb 26, 2015	Detroit	San Jose	10:30 PM ET	SN360,FS-D,CSN-CA
Fri Feb 27, 2015	Boston	New Jersey	7:00 PM ET	NESN
Fri Feb 27, 2015	Calgary	NY Islanders	7:00 PM ET	SNW
Fri Feb 27, 2015	Washington	Carolina	7:00 PM ET	CSN-DC
Fri Feb 27, 2015	Chicago	Tampa Bay	7:30 PM ET	CSN-CH,SUN
Fri Feb 27, 2015	Colorado	Dallas	8:30 PM ET	TVA Sports 2,ALT2
Fri Feb 27, 2015	Los Angeles	Anaheim	10:00 PM ET	
Sat Feb 28, 2015	Buffalo	Florida	3:00 PM ET	FS-F
Sat Feb 28, 2015	Detroit	Nashville	3:00 PM ET	FS-D
Sat Feb 28, 2015	Carolina	NY Islanders	5:00 PM ET	
Sat Feb 28, 2015	New Jersey	Columbus	5:00 PM ET	FS-O
Sat Feb 28, 2015	Arizona	Boston	5:30 PM ET	FS-A,NESN
Sat Feb 28, 2015	Toronto	Montréal	7:00 PM ET	NHLN-US,HNIC,TVA Sports
Sat Feb 28, 2015	NY Rangers	Philadelphia	8:00 PM ET	NBC,HNIC
Sat Feb 28, 2015	Minnesota	Colorado	10:00 PM ET	FS-N,ALT
Sat Feb 28, 2015	St. Louis	Edmonton	10:00 PM ET	HNIC
Sat Feb 28, 2015	Ottawa	San Jose	10:30 PM ET	HNIC,TVA Sports 2,CSN-CA
Sun Mar 1, 2015	Los Angeles	Winnipeg	4:00 PM ET	TSN3
Sun Mar 1, 2015	Tampa Bay	Florida	5:00 PM ET	SUN,FS-F
Sun Mar 1, 2015	Columbus	Pittsburgh	5:00 PM ET	FS-O,ROOT
Sun Mar 1, 2015	Toronto	Washington	7:00 PM ET	CITY TV,TVA Sports,CSN-DC
Sun Mar 1, 2015	Anaheim	Dallas	8:00 PM ET	NBCSN
Sun Mar 1, 2015	St. Louis	Vancouver	10:00 PM ET	SNP
Mon Mar 2, 2015	Nashville	NY Rangers	7:00 PM ET	
Mon Mar 2, 2015	Carolina	Chicago	8:30 PM ET	SN,CSN-CH
Mon Mar 2, 2015	Montréal	San Jose	10:00 PM ET	RDS,SNE,CSN-CA
Tue Mar 3, 2015	Nashville	New Jersey	7:00 PM ET	
Tue Mar 3, 2015	Calgary	Philadelphia	7:00 PM ET	TVA Sports,SNW,CSN-PH
Tue Mar 3, 2015	Washington	Columbus	7:00 PM ET	CSN-DC,FS-O
Tue Mar 3, 2015	Buffalo	Tampa Bay	7:30 PM ET	NBCSN
Tue Mar 3, 2015	Toronto	Florida	7:30 PM ET	TSN4,FS-F
Tue Mar 3, 2015	Ottawa	Minnesota	8:00 PM ET	RDS,TSN5,FS-N
Tue Mar 3, 2015	NY Islanders	Dallas	8:30 PM ET	
Tue Mar 3, 2015	Anaheim	Arizona	9:00 PM ET	FS-A
Tue Mar 3, 2015	Los Angeles	Edmonton	9:30 PM ET	SNW
Tue Mar 3, 2015	San Jose	Vancouver	10:00 PM ET	CSN-CA,SNP
Wed Mar 4, 2015	Ottawa	Winnipeg	7:30 PM ET	TVA Sports,SN
Wed Mar 4, 2015	NY Rangers	Detroit	8:00 PM ET	NBCSN,SN1
Wed Mar 4, 2015	Pittsburgh	Colorado	10:00 PM ET	ROOT,ALT
Wed Mar 4, 2015	Montréal	Anaheim	10:00 PM ET	SN,RDS
Thu Mar 5, 2015	Calgary	Boston	7:00 PM ET	SNW,NESN
Thu Mar 5, 2015	St. Louis	Philadelphia	7:00 PM ET	NHLN-US,SN360,CSN-PH
Thu Mar 5, 2015	Minnesota	Washington	7:00 PM ET	FS-N,CSN-DC
Thu Mar 5, 2015	Toronto	Tampa Bay	7:30 PM ET	TVA Sports,SNO,SUN
Thu Mar 5, 2015	Dallas	Florida	7:30 PM ET	FS-F
Thu Mar 5, 2015	NY Islanders	Nashville	8:00 PM ET	
Thu Mar 5, 2015	Vancouver	Arizona	9:00 PM ET	SNP,FS-A
Thu Mar 5, 2015	Montréal	Los Angeles	10:30 PM ET	RDS,SNE
Fri Mar 6, 2015	Columbus	New Jersey	7:00 PM ET	FS-O
Fri Mar 6, 2015	Minnesota	Carolina	7:00 PM ET	FS-N
Fri Mar 6, 2015	Buffalo	Ottawa	7:30 PM ET	RDS,TSN5
Fri Mar 6, 2015	Calgary	Detroit	7:30 PM ET	TVA Sports 2,SNW,FS-D+
Fri Mar 6, 2015	Edmonton	Chicago	8:30 PM ET	SN1,CSN-CH+
Fri Mar 6, 2015	Pittsburgh	Anaheim	10:00 PM ET	ROOT
Sat Mar 7, 2015	Philadelphia	Boston	1:00 PM ET	NHLN-US,TVA Sports,CSN-PH,NESN
Sat Mar 7, 2015	St. Louis	Toronto	7:00 PM ET	NHLN-US,HNIC
Sat Mar 7, 2015	Dallas	Tampa Bay	7:00 PM ET	HNIC,SUN
Sat Mar 7, 2015	NY Islanders	Florida	7:00 PM ET	FS-F
Sat Mar 7, 2015	Buffalo	Washington	7:00 PM ET	HNIC,CSN-DC
Sat Mar 7, 2015	Colorado	Columbus	7:00 PM ET	ALT2,FS-O
Sat Mar 7, 2015	Winnipeg	Nashville	7:00 PM ET	HNIC
Sat Mar 7, 2015	Montréal	Arizona	7:00 PM ET	HNIC,TVA Sports,FS-A PLUS
